Customer_ID,Tenure_Months,Contract_Type,Service_Tier,Payment_Method,Autopay_Enrolled,Monthly_Charges,Total_Charges,Avg_Monthly_Usage_GB,Num_Support_Tickets,Satisfaction_Score,Num_Addon_Services,Churn
CUST201167,5,Month-to-Month,Basic,Credit Card,1,20.25,95.77,33.3,2,3,1,No
CUST201168,13,One Year,Premium,Credit Card,0,89.79,1143.14,141.5,0,5,1,No
CUST201169,19,One Year,Premium,Credit Card,1,110.93,2024.55,83.2,1,3,1,No
CUST201170,22,Month-to-Month,Standard,Credit Card,0,57.31,1207.37,56.0,2,3,1,Yes
CUST201171,47,One Year,Standard,Credit Card,1,55.74,2442.53,43.6,2,3,1,No
CUST201172,64,Month-to-Month,Basic,Credit Card,0,28.33,1744.15,50.9,1,4,1,Yes
CUST201173,28,Month-to-Month,Premium,Credit Card,1,85.46,2385.23,102.9,1,3,1,Yes
CUST201174,14,Month-to-Month,Standard,Credit Card,1,57.65,745.84,70.4,0,4,0,Yes
CUST201175,48,Month-to-Month,Standard,Credit Card,0,55.43,2511.35,57.5,1,3,2,No
CUST201176,51,One Year,Standard,Digital Wallet,1,56.1,2696.68,75.6,0,3,2,No
CUST201177,64,Two Year,Basic,Credit Card,1,24.78,1525.48,15.9,3,5,2,No
CUST201178,23,One Year,Standard,Credit Card,1,54.41,1219.58,61.6,0,5,3,No
CUST201179,10,Two Year,Premium,Mailed Check,1,94.57,922.09,121.1,1,3,0,No
CUST201180,47,Month-to-Month,Premium,Bank Transfer,1,91.86,4299.98,94.4,2,5,2,No
CUST201181,14,Month-to-Month,Basic,Mailed Check,1,23.29,316.84,15.8,1,3,2,No
CUST201182,12,Two Year,Premium,Digital Wallet,0,85.92,1003.81,80.8,0,4,1,No
CUST201183,32,Two Year,Premium,Credit Card,0,92.95,2740.84,87.2,0,5,2,No
CUST201184,12,One Year,Standard,Credit Card,0,48.65,576.9,83.5,1,4,2,No
CUST201185,22,One Year,Premium,Digital Wallet,1,92.16,1906.72,101.0,2,2,1,No
CUST201186,10,Month-to-Month,Standard,Credit Card,0,44.87,437.51,34.8,4,2,0,Yes
CUST201187,42,Month-to-Month,Standard,Credit Card,0,57.95,2321.03,44.3,1,3,1,Yes
CUST201188,58,Month-to-Month,Standard,Digital Wallet,0,58.44,3160.5,56.4,3,1,2,Yes
CUST201189,6,Two Year,Premium,Credit Card,1,90.02,500.23,107.4,0,2,3,No
CUST201190,42,Month-to-Month,Standard,Credit Card,1,44.96,1777.37,53.3,3,3,1,Yes
CUST201191,26,Two Year,Basic,Digital Wallet,0,30.92,760.66,6.5,1,4,1,No
CUST201192,47,Month-to-Month,Standard,Credit Card,1,58.17,2720.58,41.7,1,3,1,No
CUST201193,49,One Year,Premium,Digital Wallet,1,97.76,4722.24,91.0,0,5,2,No
CUST201194,26,Month-to-Month,Standard,Bank Transfer,1,58.99,1445.4,34.8,3,3,0,Yes
CUST201195,19,Month-to-Month,Basic,Credit Card,0,26.33,467.93,42.8,1,4,1,Yes
CUST201196,15,One Year,Premium,Mailed Check,1,92.7,1288.02,124.1,1,3,0,Yes
CUST201197,61,One Year,Premium,Credit Card,0,102.35,6240.82,106.2,3,1,2,No
CUST201198,36,One Year,Premium,Digital Wallet,1,85.77,2845.59,95.8,2,3,2,No
CUST201199,28,One Year,Basic,Digital Wallet,1,36.36,987.38,5.8,2,3,0,No
CUST201200,63,One Year,Basic,Bank Transfer,1,24.93,1559.63,38.8,4,3,3,No
CUST201201,41,One Year,Premium,Digital Wallet,1,94.61,3580.09,86.6,2,3,1,No
CUST201202,40,Month-to-Month,Standard,Credit Card,1,46.79,1813.89,35.6,3,3,3,No
CUST201203,17,Two Year,Basic,Credit Card,1,24.81,390.85,47.2,0,4,1,Yes
CUST201204,18,Month-to-Month,Premium,Mailed Check,0,91.04,1532.37,105.2,3,5,2,No
CUST201205,25,Month-to-Month,Standard,Credit Card,1,55.23,1314.83,67.9,0,3,1,No
CUST201206,18,Two Year,Basic,Bank Transfer,0,34.08,613.0,19.3,3,4,1,No
CUST201207,36,Month-to-Month,Basic,Digital Wallet,1,32.14,1122.75,19.1,1,3,0,No
CUST201208,36,Month-to-Month,Standard,Credit Card,0,54.63,1864.78,80.8,2,3,1,Yes
CUST201209,72,One Year,Standard,Credit Card,1,53.43,3625.8,41.9,3,3,0,No
CUST201210,18,One Year,Basic,Credit Card,1,20.7,364.62,2.0,1,2,1,No
CUST201211,28,Month-to-Month,Basic,Digital Wallet,1,33.08,924.35,56.2,2,5,0,No
CUST201212,30,Month-to-Month,Premium,Bank Transfer,1,87.48,2503.38,115.8,2,4,0,No
CUST201213,53,One Year,Standard,Bank Transfer,1,54.43,2654.26,70.0,5,4,1,No
CUST201214,17,One Year,Basic,Digital Wallet,1,15.0,234.87,18.0,3,3,0,No
CUST201215,30,One Year,Premium,Digital Wallet,1,84.63,2432.36,91.5,0,3,0,No
CUST201216,60,Month-to-Month,Basic,Credit Card,1,27.53,1553.64,20.3,0,5,1,No
CUST201217,29,Two Year,Premium,Mailed Check,0,92.71,2509.97,94.7,0,3,0,Yes
CUST201218,50,One Year,Basic,Digital Wallet,0,24.93,1215.81,24.0,1,5,1,No
CUST201219,52,Two Year,Standard,Digital Wallet,0,54.57,2747.54,64.0,2,4,1,No
CUST201220,15,One Year,Premium,Bank Transfer,1,103.99,1446.15,88.4,1,4,2,No
CUST201221,24,One Year,Premium,Mailed Check,1,87.08,2062.41,94.9,0,5,0,No
CUST201222,72,One Year,Standard,Bank Transfer,1,71.69,4856.9,52.2,0,3,3,No
CUST201223,54,Two Year,Standard,Bank Transfer,1,52.17,2671.92,64.4,1,3,0,No
CUST201224,18,Month-to-Month,Standard,Bank Transfer,1,58.56,1015.03,47.2,2,4,0,Yes
CUST201225,34,One Year,Standard,Credit Card,1,57.94,1885.44,40.0,2,2,0,No
CUST201226,20,One Year,Premium,Bank Transfer,1,108.4,2001.07,103.3,2,3,0,No
CUST201227,10,One Year,Basic,Mailed Check,1,21.83,201.87,30.8,2,1,0,Yes
CUST201228,26,Month-to-Month,Basic,Digital Wallet,1,24.88,619.4,27.5,2,3,0,No
CUST201229,66,Month-to-Month,Basic,Credit Card,1,20.63,1258.11,39.9,1,4,2,No
CUST201230,26,Two Year,Standard,Digital Wallet,1,59.14,1420.14,33.8,1,3,1,No
CUST201231,18,One Year,Basic,Credit Card,1,28.74,513.1,31.5,1,3,0,No
CUST201232,30,Month-to-Month,Standard,Credit Card,0,45.77,1358.89,54.2,2,4,1,Yes
CUST201233,17,Month-to-Month,Premium,Bank Transfer,0,81.29,1313.45,71.5,2,4,0,Yes
CUST201234,52,One Year,Standard,Digital Wallet,1,51.4,2578.0,58.5,4,4,1,No
CUST201235,36,Two Year,Standard,Credit Card,1,58.36,1980.14,62.6,0,4,1,No
CUST201236,23,Month-to-Month,Standard,Bank Transfer,1,48.56,1110.07,52.3,0,4,0,Yes
CUST201237,56,Month-to-Month,Basic,Bank Transfer,0,15.43,819.74,31.9,2,3,2,No
CUST201238,23,Month-to-Month,Basic,Mailed Check,0,22.85,518.47,26.5,0,3,1,Yes
CUST201239,22,Month-to-Month,Premium,Credit Card,1,90.48,1847.31,80.6,2,2,0,No
CUST201240,4,Month-to-Month,Basic,Mailed Check,0,29.56,110.2,34.8,0,4,0,Yes
CUST201241,70,Month-to-Month,Basic,Credit Card,1,25.31,1673.87,65.0,1,4,1,No
CUST201242,8,One Year,Basic,Digital Wallet,1,23.94,176.45,2.0,0,3,0,No
CUST201243,10,One Year,Standard,Digital Wallet,1,50.06,488.22,31.7,3,3,1,No
CUST201244,15,Month-to-Month,Basic,Digital Wallet,1,20.26,285.55,25.2,1,4,1,Yes
CUST201245,14,Two Year,Basic,Bank Transfer,1,26.7,357.0,9.5,0,4,2,No
CUST201246,43,Month-to-Month,Basic,Credit Card,0,28.88,1238.99,43.8,3,5,0,No
CUST201247,15,Month-to-Month,Standard,Bank Transfer,0,61.27,905.52,45.5,2,4,2,No
CUST201248,5,One Year,Standard,Bank Transfer,1,57.01,268.04,79.7,2,3,0,No
CUST201249,26,Month-to-Month,Basic,Bank Transfer,0,30.65,751.85,28.8,3,3,0,Yes
CUST201250,72,Month-to-Month,Premium,Credit Card,1,83.66,5751.38,102.5,3,3,2,No
CUST201251,11,Two Year,Premium,Bank Transfer,0,96.3,1027.28,89.0,0,3,2,No
CUST201252,71,One Year,Standard,Digital Wallet,0,52.99,3622.44,51.0,1,5,0,No
CUST201253,72,One Year,Standard,Digital Wallet,0,50.53,3561.73,67.2,1,4,0,Yes
CUST201254,42,Month-to-Month,Basic,Bank Transfer,0,34.4,1427.78,2.0,2,2,2,No
CUST201255,17,One Year,Standard,Bank Transfer,1,56.26,916.15,62.8,3,3,0,No
CUST201256,26,Month-to-Month,Premium,Digital Wallet,1,90.39,2265.74,88.5,1,3,2,Yes
CUST201257,54,Month-to-Month,Standard,Mailed Check,1,62.53,3129.04,23.7,2,4,0,No
CUST201258,25,One Year,Premium,Credit Card,0,93.55,2307.78,112.8,2,1,2,No
CUST201259,34,One Year,Standard,Bank Transfer,0,48.95,1571.1,65.2,2,3,2,No
CUST201260,23,Month-to-Month,Basic,Bank Transfer,1,27.94,625.36,4.6,1,3,3,Yes
CUST201261,50,Month-to-Month,Basic,Bank Transfer,0,27.52,1273.09,24.8,2,2,0,Yes
CUST201262,49,Month-to-Month,Standard,Credit Card,0,49.06,2256.35,69.5,2,2,0,No
CUST201263,22,Two Year,Basic,Digital Wallet,0,32.27,703.44,12.0,2,3,0,No
CUST201264,61,Two Year,Premium,Bank Transfer,1,105.54,6227.84,84.6,2,2,4,No
CUST201265,20,Two Year,Premium,Bank Transfer,0,101.11,1916.46,85.8,2,4,0,No
CUST201266,41,Month-to-Month,Premium,Credit Card,1,90.98,3643.65,90.4,1,4,2,Yes
CUST201267,72,Month-to-Month,Standard,Digital Wallet,1,63.19,4438.5,48.8,2,2,1,Yes
CUST201268,47,Month-to-Month,Premium,Bank Transfer,0,102.63,4624.7,86.5,3,2,2,Yes
CUST201269,19,Two Year,Standard,Digital Wallet,1,55.99,995.61,54.3,0,4,0,No
CUST201270,6,Month-to-Month,Premium,Bank Transfer,1,102.07,566.17,86.0,2,3,2,No
CUST201271,18,Month-to-Month,Premium,Credit Card,0,90.68,1540.43,106.2,1,4,1,No
CUST201272,52,Month-to-Month,Standard,Digital Wallet,0,53.89,2723.59,60.7,2,3,3,No
CUST201273,4,One Year,Standard,Bank Transfer,1,55.45,218.39,97.0,1,3,1,No
CUST201274,60,Month-to-Month,Standard,Credit Card,1,53.67,3183.96,39.4,0,3,1,No
CUST201275,51,Two Year,Standard,Bank Transfer,0,50.22,2381.31,30.3,1,3,2,No
CUST201276,22,Month-to-Month,Premium,Credit Card,0,83.47,1828.76,94.1,1,4,1,Yes
CUST201277,25,Month-to-Month,Basic,Mailed Check,1,31.3,770.12,51.7,1,5,2,No
CUST201278,31,Two Year,Basic,Bank Transfer,0,15.07,438.51,35.0,2,3,2,No
CUST201279,4,Month-to-Month,Standard,Credit Card,1,55.12,218.33,42.4,2,3,0,No
CUST201280,14,One Year,Basic,Digital Wallet,1,31.36,410.12,53.5,2,4,1,Yes
CUST201281,40,One Year,Standard,Digital Wallet,1,51.94,2073.43,56.5,0,4,0,No
CUST201282,24,Month-to-Month,Basic,Credit Card,1,30.06,713.32,28.7,3,3,1,No
CUST201283,14,Month-to-Month,Standard,Bank Transfer,1,67.81,948.46,54.0,1,5,0,No
CUST201284,29,One Year,Standard,Credit Card,1,59.69,1605.88,56.1,1,5,0,No
CUST201285,28,Month-to-Month,Standard,Digital Wallet,0,62.81,1636.93,54.9,1,3,1,No
CUST201286,14,Two Year,Basic,Bank Transfer,1,30.9,401.39,16.9,0,3,2,No
CUST201287,9,Month-to-Month,Premium,Digital Wallet,0,101.74,901.99,78.5,2,3,0,Yes
CUST201288,70,Month-to-Month,Premium,Credit Card,0,94.38,6215.45,55.4,0,4,4,No
CUST201289,37,One Year,Basic,Credit Card,1,30.41,1095.74,52.3,1,3,1,No
CUST201290,7,Month-to-Month,Basic,Bank Transfer,1,24.02,167.2,31.9,0,3,0,Yes
CUST201291,35,Two Year,Premium,Digital Wallet,0,84.37,2856.46,103.7,3,4,0,No
CUST201292,10,Month-to-Month,Standard,Credit Card,1,66.01,618.68,63.2,2,3,1,No
CUST201293,24,Month-to-Month,Premium,Mailed Check,1,98.44,2199.11,88.6,0,4,4,Yes
CUST201294,33,Month-to-Month,Standard,Credit Card,1,56.84,1791.65,66.6,0,5,1,Yes
CUST201295,18,Month-to-Month,Standard,Credit Card,0,53.47,929.34,45.9,1,3,0,Yes
CUST201296,5,Two Year,Standard,Bank Transfer,1,57.0,284.65,42.3,1,4,1,No
CUST201297,6,Month-to-Month,Standard,Bank Transfer,0,38.15,213.3,61.1,2,5,2,No
CUST201298,72,Month-to-Month,Standard,Bank Transfer,1,48.59,3495.98,52.5,3,1,2,No
CUST201299,33,One Year,Premium,Credit Card,1,99.71,3075.91,98.2,1,3,0,No
CUST201300,66,One Year,Basic,Digital Wallet,0,20.8,1279.38,31.4,1,2,1,No
CUST201301,18,One Year,Premium,Digital Wallet,1,91.33,1611.17,102.2,1,4,1,Yes
CUST201302,40,Month-to-Month,Basic,Digital Wallet,0,23.35,908.5,47.6,2,4,3,No
CUST201303,21,Month-to-Month,Basic,Mailed Check,1,17.06,333.2,24.5,4,5,1,No
CUST201304,32,Two Year,Standard,Bank Transfer,0,47.1,1500.9,64.5,1,4,1,No
CUST201305,25,Two Year,Basic,Bank Transfer,0,29.37,713.93,38.9,1,2,0,No
CUST201306,26,Month-to-Month,Premium,Credit Card,0,104.43,2516.07,127.7,0,5,0,No
CUST201307,17,Two Year,Standard,Digital Wallet,0,55.99,909.81,40.3,3,1,1,No
CUST201308,13,Month-to-Month,Premium,Credit Card,1,94.92,1155.88,100.9,1,3,2,No
CUST201309,49,Two Year,Standard,Mailed Check,1,51.2,2505.52,37.8,2,4,1,No
CUST201310,25,Two Year,Standard,Mailed Check,0,54.56,1282.15,67.7,2,4,0,No
CUST201311,72,One Year,Standard,Bank Transfer,0,66.92,4688.0,45.9,0,3,1,Yes
CUST201312,33,One Year,Premium,Bank Transfer,1,94.55,3006.08,114.8,2,2,0,No
CUST201313,8,Month-to-Month,Basic,Bank Transfer,1,29.81,225.29,12.0,3,2,1,No
CUST201314,27,Two Year,Premium,Digital Wallet,1,91.19,2318.93,87.0,1,4,1,Yes
CUST201315,17,One Year,Standard,Mailed Check,1,62.57,985.92,85.3,4,2,2,No
CUST201316,16,One Year,Premium,Credit Card,0,95.96,1455.2,100.8,0,2,1,Yes
CUST201317,43,One Year,Standard,Digital Wallet,0,56.89,2333.61,62.8,5,3,0,No
CUST201318,72,Month-to-Month,Standard,Digital Wallet,0,55.37,3672.89,83.0,2,2,0,Yes
CUST201319,41,Two Year,Basic,Bank Transfer,0,19.26,748.94,39.6,1,2,2,No
CUST201320,15,Month-to-Month,Standard,Bank Transfer,0,48.12,691.44,70.9,1,3,0,Yes
CUST201321,25,One Year,Standard,Credit Card,0,59.2,1392.96,74.3,4,4,1,No
CUST201322,29,Month-to-Month,Premium,Credit Card,0,99.91,2684.83,97.9,1,4,0,No
CUST201323,69,One Year,Standard,Bank Transfer,1,57.04,3922.49,70.6,1,2,5,No
CUST201324,20,Month-to-Month,Basic,Bank Transfer,1,19.92,389.72,2.0,4,4,1,No
CUST201325,51,One Year,Premium,Digital Wallet,0,97.24,4668.78,99.1,0,3,0,No
CUST201326,34,Month-to-Month,Standard,Digital Wallet,0,62.88,2101.32,39.2,3,2,2,Yes
CUST201327,34,Month-to-Month,Basic,Bank Transfer,0,29.15,965.69,6.8,0,3,2,No
CUST201328,16,Month-to-Month,Standard,Credit Card,1,47.08,752.16,57.5,1,3,3,No
CUST201329,49,Month-to-Month,Standard,Credit Card,0,54.87,2500.06,35.1,3,2,0,Yes
CUST201330,15,Two Year,Basic,Bank Transfer,1,24.09,332.95,12.7,1,3,2,No
CUST201331,36,Month-to-Month,Standard,Credit Card,1,57.98,2032.17,54.1,0,4,0,No
CUST201332,10,One Year,Premium,Digital Wallet,0,98.1,938.25,81.8,2,4,0,Yes
CUST201333,19,Month-to-Month,Standard,Credit Card,1,48.89,863.72,36.8,2,3,1,Yes
CUST201334,56,Month-to-Month,Standard,Digital Wallet,0,51.9,2674.35,25.6,1,4,2,No
CUST201335,22,Month-to-Month,Premium,Credit Card,0,87.52,1872.27,100.0,1,4,0,Yes
CUST201336,50,Month-to-Month,Basic,Digital Wallet,1,20.73,992.45,31.1,1,3,2,Yes
CUST201337,18,Month-to-Month,Basic,Digital Wallet,1,28.55,500.88,22.6,4,3,2,No
CUST201338,54,Month-to-Month,Standard,Bank Transfer,0,51.55,2616.32,71.2,2,3,0,No
CUST201339,26,Month-to-Month,Basic,Mailed Check,1,24.62,636.74,30.4,2,5,2,No
CUST201340,21,One Year,Standard,Bank Transfer,1,50.88,1029.56,62.8,2,3,1,No
CUST201341,35,Month-to-Month,Standard,Bank Transfer,0,54.12,1788.85,63.6,0,4,0,No
CUST201342,17,Two Year,Premium,Credit Card,1,85.85,1430.46,110.0,1,3,1,Yes
CUST201343,46,Month-to-Month,Basic,Bank Transfer,1,27.53,1190.46,39.2,0,4,0,No
CUST201344,40,Two Year,Basic,Bank Transfer,1,23.2,859.11,21.0,2,3,0,No
CUST201345,38,Month-to-Month,Basic,Mailed Check,0,28.31,1055.05,31.5,0,4,4,No
CUST201346,8,Two Year,Basic,Bank Transfer,1,25.25,186.42,23.7,1,2,2,No
CUST201347,43,Month-to-Month,Standard,Credit Card,1,49.52,2057.72,73.2,0,4,0,No
CUST201348,28,Month-to-Month,Premium,Credit Card,1,101.66,2800.96,95.8,1,2,1,No
CUST201349,20,Month-to-Month,Basic,Digital Wallet,1,32.22,613.93,20.7,2,4,1,No
CUST201350,72,One Year,Basic,Digital Wallet,1,27.29,1880.47,36.4,3,4,1,No
CUST201351,18,Month-to-Month,Premium,Bank Transfer,1,96.98,1725.05,117.2,2,4,1,No
CUST201352,25,Month-to-Month,Basic,Mailed Check,1,27.06,673.6,49.8,1,2,1,No
CUST201353,35,One Year,Standard,Digital Wallet,1,52.32,1758.84,88.5,2,2,0,Yes
CUST201354,22,Month-to-Month,Premium,Digital Wallet,1,92.16,1977.21,58.7,0,5,1,Yes
CUST201355,29,Month-to-Month,Premium,Digital Wallet,0,99.99,2885.46,90.9,1,3,3,No
CUST201356,72,Month-to-Month,Standard,Bank Transfer,0,53.09,3674.48,44.6,1,4,0,No
CUST201357,5,Month-to-Month,Standard,Credit Card,0,54.33,253.66,63.7,2,3,3,Yes
CUST201358,72,Two Year,Standard,Bank Transfer,1,48.69,3395.49,50.7,1,4,3,No
CUST201359,23,Month-to-Month,Premium,Digital Wallet,0,110.36,2427.7,124.3,3,5,2,No
CUST201360,38,Month-to-Month,Standard,Digital Wallet,0,59.78,2262.36,58.0,3,3,4,No
CUST201361,36,One Year,Standard,Bank Transfer,1,52.54,1821.74,40.5,2,4,1,No
CUST201362,43,Two Year,Basic,Bank Transfer,0,37.9,1617.1,12.1,1,5,0,No
CUST201363,66,Month-to-Month,Basic,Credit Card,1,21.65,1422.57,30.1,1,4,1,No
CUST201364,44,Month-to-Month,Standard,Bank Transfer,1,59.31,2424.74,33.9,2,4,2,No
CUST201365,72,Two Year,Standard,Mailed Check,1,45.79,3165.33,32.4,0,3,1,No
CUST201366,43,Month-to-Month,Standard,Bank Transfer,1,57.4,2401.69,54.4,1,3,2,No
CUST201367,42,Month-to-Month,Premium,Digital Wallet,1,102.31,4153.89,102.3,0,4,1,No
CUST201368,32,Month-to-Month,Basic,Mailed Check,1,15.0,472.48,20.9,1,5,2,No
CUST201369,15,Two Year,Standard,Credit Card,1,53.68,790.14,73.8,4,2,0,Yes
CUST201370,12,Month-to-Month,Standard,Credit Card,1,42.75,484.62,73.2,1,3,1,Yes
CUST201371,72,One Year,Standard,Digital Wallet,1,54.26,3897.65,37.6,3,3,1,No
CUST201372,62,Month-to-Month,Standard,Credit Card,0,47.68,2789.59,72.4,0,2,1,No
CUST201373,11,Month-to-Month,Standard,Credit Card,0,54.31,566.41,90.5,3,2,1,Yes
CUST201374,56,Month-to-Month,Standard,Digital Wallet,1,52.33,2758.27,44.5,1,4,1,No
CUST201375,36,Two Year,Premium,Digital Wallet,0,99.29,3382.4,59.3,4,1,1,Yes
CUST201376,28,Month-to-Month,Basic,Credit Card,1,15.07,390.07,22.2,0,3,1,No
CUST201377,43,Month-to-Month,Premium,Credit Card,0,98.5,3957.54,103.9,1,3,1,Yes
CUST201378,12,Month-to-Month,Standard,Mailed Check,0,50.15,582.88,69.7,3,2,3,No
CUST201379,28,One Year,Premium,Bank Transfer,1,99.42,2649.82,87.2,2,5,0,No
CUST201380,11,Month-to-Month,Basic,Bank Transfer,1,20.01,202.5,56.0,2,4,0,No
CUST201381,25,Month-to-Month,Standard,Digital Wallet,1,61.52,1462.44,63.7,2,4,1,Yes
CUST201382,24,Month-to-Month,Standard,Digital Wallet,1,60.12,1377.89,59.1,0,3,0,Yes
CUST201383,39,Month-to-Month,Standard,Bank Transfer,0,62.51,2270.11,62.4,0,3,1,No
CUST201384,23,Month-to-Month,Premium,Bank Transfer,0,91.75,1962.93,97.5,2,3,1,No
CUST201385,33,Month-to-Month,Basic,Digital Wallet,1,30.34,937.92,26.2,2,5,0,No
CUST201386,19,Month-to-Month,Standard,Bank Transfer,0,46.16,807.05,44.0,2,4,2,No
CUST201387,18,Month-to-Month,Standard,Bank Transfer,0,56.09,953.53,64.2,2,2,2,No
CUST201388,72,Month-to-Month,Basic,Credit Card,0,29.08,1993.0,5.4,3,3,2,Yes
CUST201389,38,Month-to-Month,Standard,Mailed Check,1,57.27,2086.25,60.1,2,5,0,No
CUST201390,71,Two Year,Standard,Credit Card,1,61.66,4272.64,49.6,0,5,0,No
CUST201391,23,Month-to-Month,Standard,Digital Wallet,1,48.92,1117.64,57.3,1,3,2,No
CUST201392,12,One Year,Standard,Bank Transfer,1,58.59,685.27,31.9,1,4,1,No
CUST201393,4,Two Year,Basic,Digital Wallet,0,22.07,85.16,38.1,2,4,2,No
CUST201394,13,One Year,Standard,Credit Card,0,45.21,574.01,46.2,0,4,2,No
CUST201395,72,One Year,Basic,Mailed Check,1,24.95,1749.58,33.7,4,5,0,No
CUST201396,30,One Year,Premium,Bank Transfer,1,86.65,2401.96,100.6,2,3,1,No
CUST201397,14,One Year,Standard,Digital Wallet,1,54.4,710.79,18.0,2,5,0,No
CUST201398,13,Month-to-Month,Premium,Credit Card,0,85.23,1088.08,59.6,4,4,1,Yes
CUST201399,30,Month-to-Month,Basic,Credit Card,1,18.11,543.08,50.7,1,3,1,No
CUST201400,72,Month-to-Month,Basic,Mailed Check,1,25.69,1794.9,39.9,0,4,1,No
CUST201401,33,Month-to-Month,Basic,Credit Card,0,27.35,838.44,45.0,1,4,2,No
CUST201402,9,One Year,Standard,Bank Transfer,1,46.61,388.72,70.4,1,3,2,No
CUST201403,52,One Year,Basic,Credit Card,1,25.51,1283.17,40.4,2,2,1,No
CUST201404,16,Month-to-Month,Standard,Credit Card,1,46.54,709.86,52.4,1,3,1,No
CUST201405,18,Two Year,Standard,Bank Transfer,0,56.61,964.26,75.8,1,4,1,Yes
CUST201406,10,Month-to-Month,Standard,Digital Wallet,1,55.14,524.14,90.1,1,3,3,Yes
CUST201407,26,Month-to-Month,Premium,Bank Transfer,1,95.81,2387.9,106.7,1,3,3,No
CUST201408,12,Month-to-Month,Premium,Mailed Check,1,89.43,1066.51,78.8,3,4,1,Yes
CUST201409,11,Two Year,Standard,Digital Wallet,1,57.12,592.04,40.3,0,4,2,No
CUST201410,34,Month-to-Month,Standard,Mailed Check,1,54.43,1811.66,21.9,1,4,1,Yes
CUST201411,35,Month-to-Month,Standard,Credit Card,0,47.5,1585.53,63.5,0,4,1,Yes
CUST201412,22,Month-to-Month,Standard,Digital Wallet,1,54.42,1108.49,51.2,0,5,1,No
CUST201413,33,Month-to-Month,Standard,Digital Wallet,0,52.04,1682.27,51.2,2,4,0,No
CUST201414,29,Month-to-Month,Standard,Mailed Check,0,60.84,1691.16,52.0,2,4,2,No
CUST201415,43,Two Year,Premium,Credit Card,1,88.84,3802.11,79.8,1,3,4,No
CUST201416,72,Month-to-Month,Basic,Credit Card,0,25.97,1841.35,29.0,2,2,2,No
CUST201417,14,One Year,Basic,Credit Card,0,29.93,417.88,33.7,0,4,1,No
CUST201418,30,Month-to-Month,Premium,Credit Card,1,93.64,2660.1,95.8,0,4,0,Yes
CUST201419,32,One Year,Standard,Credit Card,1,50.55,1569.56,51.1,3,1,0,Yes
CUST201420,9,One Year,Standard,Bank Transfer,0,48.75,414.76,74.1,1,4,0,No
CUST201421,43,One Year,Standard,Bank Transfer,1,45.28,1878.42,38.0,1,5,0,No
CUST201422,9,Two Year,Standard,Credit Card,1,58.58,492.25,42.7,1,3,2,No
CUST201423,44,One Year,Basic,Digital Wallet,0,38.12,1598.5,40.7,3,3,2,Yes
CUST201424,5,Month-to-Month,Premium,Credit Card,1,96.76,468.05,91.7,3,3,0,Yes
CUST201425,11,Month-to-Month,Premium,Mailed Check,0,93.38,1006.69,98.4,2,4,1,No
CUST201426,12,One Year,Basic,Credit Card,0,25.59,302.22,2.0,4,3,2,Yes
CUST201427,39,One Year,Basic,Credit Card,0,15.75,583.94,18.7,2,4,0,Yes
CUST201428,11,Two Year,Premium,Credit Card,0,89.48,966.82,96.1,1,4,1,No
CUST201429,38,Month-to-Month,Basic,Credit Card,1,28.84,1038.14,14.6,1,4,0,No
CUST201430,72,Month-to-Month,Standard,Credit Card,1,55.23,3783.08,52.2,3,3,1,Yes
CUST201431,7,One Year,Basic,Digital Wallet,1,28.95,199.24,38.4,4,3,1,No
CUST201432,31,Month-to-Month,Basic,Bank Transfer,1,18.52,566.35,2.0,3,4,1,No
CUST201433,23,One Year,Basic,Credit Card,0,32.65,726.75,46.8,2,3,2,No
CUST201434,34,Month-to-Month,Standard,Credit Card,0,52.04,1737.07,66.4,2,1,4,Yes
CUST201435,16,Month-to-Month,Basic,Credit Card,1,25.84,410.3,22.2,2,4,0,No
CUST201436,59,One Year,Premium,Credit Card,0,91.02,5368.06,91.9,1,3,0,Yes
CUST201437,30,Month-to-Month,Premium,Digital Wallet,1,100.75,2791.31,86.5,3,3,1,No
CUST201438,18,Month-to-Month,Premium,Credit Card,0,95.34,1620.16,79.1,3,2,2,Yes
CUST201439,25,Month-to-Month,Standard,Bank Transfer,1,53.32,1237.84,54.3,1,4,0,No
CUST201440,14,Two Year,Premium,Credit Card,0,88.78,1235.09,81.9,2,4,0,No
CUST201441,21,One Year,Standard,Bank Transfer,0,49.43,978.02,60.6,2,3,2,Yes
CUST201442,25,One Year,Basic,Digital Wallet,0,22.96,531.78,6.9,2,4,1,No
CUST201443,2,Month-to-Month,Standard,Credit Card,0,67.23,133.02,66.7,1,4,2,Yes
CUST201444,40,Two Year,Basic,Credit Card,1,18.46,693.78,31.2,0,3,0,No
CUST201445,28,Month-to-Month,Standard,Bank Transfer,0,61.38,1664.26,37.4,1,4,1,Yes
CUST201446,36,One Year,Basic,Mailed Check,0,15.87,557.94,20.3,1,4,1,No
CUST201447,36,Month-to-Month,Basic,Digital Wallet,1,38.69,1353.08,2.0,3,4,1,No
CUST201448,10,One Year,Standard,Bank Transfer,1,49.24,462.12,71.3,2,2,1,Yes
CUST201449,13,Month-to-Month,Basic,Bank Transfer,0,29.73,369.81,17.2,2,2,0,Yes
CUST201450,62,Month-to-Month,Premium,Credit Card,0,90.02,5322.63,102.6,0,3,1,No
CUST201451,15,Two Year,Standard,Bank Transfer,1,52.19,723.53,28.3,0,4,0,No
