Customer_ID,Tenure_Months,Contract_Type,Service_Tier,Payment_Method,Autopay_Enrolled,Monthly_Charges,Total_Charges,Avg_Monthly_Usage_GB,Num_Support_Tickets,Satisfaction_Score,Num_Addon_Services,Churn,Expected_Lifetime_Months,Projected_CLV,Cluster,Customer_Segment,Churn_Risk_Score,Churn_Risk_Tier,Retention_Priority
CUST201284,29,One Year,Standard,Credit Card,1,59.69,1605.88,56.1,1,5,0,No,34,2029.46,0,Loyal Steady,6.9,Low,Standard
CUST201285,28,Month-to-Month,Standard,Digital Wallet,0,62.81,1636.93,54.9,1,3,1,No,18,1130.58,3,At Risk,42.9,Medium,Standard
CUST201286,14,Two Year,Basic,Bank Transfer,1,30.9,401.39,16.9,0,3,2,No,52,1606.8,3,At Risk,8.1,Low,Standard
CUST201287,9,Month-to-Month,Premium,Digital Wallet,0,101.74,901.99,78.5,2,3,0,Yes,18,1831.32,1,Champions,71.1,Very High,Standard
CUST201288,70,Month-to-Month,Premium,Credit Card,0,94.38,6215.45,55.4,0,4,4,No,18,1698.84,2,Low Engagement,7.9,Low,Standard
CUST201289,37,One Year,Basic,Credit Card,1,30.41,1095.74,52.3,1,3,1,No,34,1033.94,3,At Risk,9.4,Low,Standard
CUST201290,7,Month-to-Month,Basic,Bank Transfer,1,24.02,167.2,31.9,0,3,0,Yes,18,432.36,3,At Risk,37.5,Medium,Standard
CUST201291,35,Two Year,Premium,Digital Wallet,0,84.37,2856.46,103.7,3,4,0,No,52,4387.24,1,Champions,21.8,Low,Standard
CUST201292,10,Month-to-Month,Standard,Credit Card,1,66.01,618.68,63.2,2,3,1,No,18,1188.18,3,At Risk,53.4,High,Standard
CUST201293,24,Month-to-Month,Premium,Mailed Check,1,98.44,2199.11,88.6,0,4,4,Yes,18,1771.92,1,Champions,23.0,Low,Standard
CUST201294,33,Month-to-Month,Standard,Credit Card,1,56.84,1791.65,66.6,0,5,1,Yes,18,1023.12,0,Loyal Steady,11.8,Low,Standard
CUST201295,18,Month-to-Month,Standard,Credit Card,0,53.47,929.34,45.9,1,3,0,Yes,18,962.46,3,At Risk,52.6,High,Standard
CUST201296,5,Two Year,Standard,Bank Transfer,1,57.0,284.65,42.3,1,4,1,No,52,2964.0,0,Loyal Steady,12.8,Low,Standard
CUST201297,6,Month-to-Month,Standard,Bank Transfer,0,38.15,213.3,61.1,2,5,2,No,18,686.7,0,Loyal Steady,35.5,Medium,Standard
CUST201298,72,Month-to-Month,Standard,Bank Transfer,1,48.59,3495.98,52.5,3,1,2,No,18,874.62,2,Low Engagement,42.8,Medium,Standard
CUST201299,33,One Year,Premium,Credit Card,1,99.71,3075.91,98.2,1,3,0,No,34,3390.14,1,Champions,19.3,Low,Standard
CUST201300,66,One Year,Basic,Digital Wallet,0,20.8,1279.38,31.4,1,2,1,No,34,707.2,2,Low Engagement,10.2,Low,Standard
CUST201301,18,One Year,Premium,Digital Wallet,1,91.33,1611.17,102.2,1,4,1,Yes,34,3105.22,1,Champions,16.0,Low,Standard
CUST201302,40,Month-to-Month,Basic,Digital Wallet,0,23.35,908.5,47.6,2,4,3,No,18,420.3,0,Loyal Steady,19.5,Low,Standard
CUST201303,21,Month-to-Month,Basic,Mailed Check,1,17.06,333.2,24.5,4,5,1,No,18,307.08,0,Loyal Steady,37.1,Medium,Standard
CUST201304,32,Two Year,Standard,Bank Transfer,0,47.1,1500.9,64.5,1,4,1,No,52,2449.2,0,Loyal Steady,9.4,Low,Standard
CUST201305,25,Two Year,Basic,Bank Transfer,0,29.37,713.93,38.9,1,2,0,No,52,1527.24,3,At Risk,22.0,Low,Standard
CUST201306,26,Month-to-Month,Premium,Credit Card,0,104.43,2516.07,127.7,0,5,0,No,18,1879.74,1,Champions,24.8,Medium,Standard
CUST201307,17,Two Year,Standard,Digital Wallet,0,55.99,909.81,40.3,3,1,1,No,52,2911.48,3,At Risk,55.2,High,Priority Save
CUST201308,13,Month-to-Month,Premium,Credit Card,1,94.92,1155.88,100.9,1,3,2,No,18,1708.56,1,Champions,47.2,High,Standard
CUST201309,49,Two Year,Standard,Mailed Check,1,51.2,2505.52,37.8,2,4,1,No,52,2662.4,2,Low Engagement,8.4,Low,Standard
CUST201310,25,Two Year,Standard,Mailed Check,0,54.56,1282.15,67.7,2,4,0,No,52,2837.12,0,Loyal Steady,21.4,Low,Standard
CUST201311,72,One Year,Standard,Bank Transfer,0,66.92,4688.0,45.9,0,3,1,Yes,34,2275.28,2,Low Engagement,5.2,Low,Standard
CUST201312,33,One Year,Premium,Bank Transfer,1,94.55,3006.08,114.8,2,2,0,No,34,3214.7,1,Champions,35.2,Medium,Standard
CUST201313,8,Month-to-Month,Basic,Bank Transfer,1,29.81,225.29,12.0,3,2,1,No,18,536.58,3,At Risk,65.4,Very High,Standard
CUST201314,27,Two Year,Premium,Digital Wallet,1,91.19,2318.93,87.0,1,4,1,Yes,52,4741.88,1,Champions,10.5,Low,Standard
CUST201315,17,One Year,Standard,Mailed Check,1,62.57,985.92,85.3,4,2,2,No,34,2127.38,3,At Risk,53.0,High,Priority Save
CUST201316,16,One Year,Premium,Credit Card,0,95.96,1455.2,100.8,0,2,1,Yes,34,3262.64,1,Champions,34.2,Medium,Standard
CUST201317,43,One Year,Standard,Digital Wallet,0,56.89,2333.61,62.8,5,3,0,No,34,1934.26,2,Low Engagement,39.1,Medium,Standard
CUST201318,72,Month-to-Month,Standard,Digital Wallet,0,55.37,3672.89,83.0,2,2,0,Yes,18,996.66,2,Low Engagement,40.2,Medium,Standard
CUST201319,41,Two Year,Basic,Bank Transfer,0,19.26,748.94,39.6,1,2,2,No,52,1001.52,3,At Risk,12.1,Low,Standard
CUST201320,15,Month-to-Month,Standard,Bank Transfer,0,48.12,691.44,70.9,1,3,0,Yes,18,866.16,3,At Risk,55.3,High,Standard
CUST201321,25,One Year,Standard,Credit Card,0,59.2,1392.96,74.3,4,4,1,No,34,2012.8,0,Loyal Steady,27.3,Medium,Standard
CUST201322,29,Month-to-Month,Premium,Credit Card,0,99.91,2684.83,97.9,1,4,0,No,18,1798.38,1,Champions,39.7,Medium,Standard
CUST201323,69,One Year,Standard,Bank Transfer,1,57.04,3922.49,70.6,1,2,5,No,34,1939.36,2,Low Engagement,5.1,Low,Standard
CUST201324,20,Month-to-Month,Basic,Bank Transfer,1,19.92,389.72,2.0,4,4,1,No,18,358.56,0,Loyal Steady,40.7,Medium,Standard
CUST201325,51,One Year,Premium,Digital Wallet,0,97.24,4668.78,99.1,0,3,0,No,34,3306.16,1,Champions,13.7,Low,Standard
CUST201326,34,Month-to-Month,Standard,Digital Wallet,0,62.88,2101.32,39.2,3,2,2,Yes,18,1131.84,3,At Risk,61.3,High,Standard
CUST201327,34,Month-to-Month,Basic,Bank Transfer,0,29.15,965.69,6.8,0,3,2,No,18,524.7,3,At Risk,21.6,Low,Standard
CUST201328,16,Month-to-Month,Standard,Credit Card,1,47.08,752.16,57.5,1,3,3,No,18,847.44,3,At Risk,35.3,Medium,Standard
CUST201329,49,Month-to-Month,Standard,Credit Card,0,54.87,2500.06,35.1,3,2,0,Yes,18,987.66,2,Low Engagement,59.5,High,Standard
CUST201330,15,Two Year,Basic,Bank Transfer,1,24.09,332.95,12.7,1,3,2,No,52,1252.68,3,At Risk,10.4,Low,Standard
CUST201331,36,Month-to-Month,Standard,Credit Card,1,57.98,2032.17,54.1,0,4,0,No,18,1043.64,0,Loyal Steady,19.2,Low,Standard
CUST201332,10,One Year,Premium,Digital Wallet,0,98.1,938.25,81.8,2,4,0,Yes,34,3335.4,1,Champions,32.2,Medium,Standard
CUST201333,19,Month-to-Month,Standard,Credit Card,1,48.89,863.72,36.8,2,3,1,Yes,18,880.02,3,At Risk,47.8,High,Standard
CUST201334,56,Month-to-Month,Standard,Digital Wallet,0,51.9,2674.35,25.6,1,4,2,No,18,934.2,2,Low Engagement,15.7,Low,Standard
CUST201335,22,Month-to-Month,Premium,Credit Card,0,87.52,1872.27,100.0,1,4,0,Yes,18,1575.36,1,Champions,44.8,High,Standard
CUST201336,50,Month-to-Month,Basic,Digital Wallet,1,20.73,992.45,31.1,1,3,2,Yes,18,373.14,2,Low Engagement,16.9,Low,Standard
CUST201337,18,Month-to-Month,Basic,Digital Wallet,1,28.55,500.88,22.6,4,3,2,No,18,513.9,3,At Risk,51.6,High,Standard
CUST201338,54,Month-to-Month,Standard,Bank Transfer,0,51.55,2616.32,71.2,2,3,0,No,18,927.9,2,Low Engagement,37.9,Medium,Standard
CUST201339,26,Month-to-Month,Basic,Mailed Check,1,24.62,636.74,30.4,2,5,2,No,18,443.16,0,Loyal Steady,19.5,Low,Standard
CUST201340,21,One Year,Standard,Bank Transfer,1,50.88,1029.56,62.8,2,3,1,No,34,1729.92,3,At Risk,22.3,Low,Standard
CUST201341,35,Month-to-Month,Standard,Bank Transfer,0,54.12,1788.85,63.6,0,4,0,No,18,974.16,0,Loyal Steady,24.8,Medium,Standard
CUST201342,17,Two Year,Premium,Credit Card,1,85.85,1430.46,110.0,1,3,1,Yes,52,4464.2,1,Champions,20.0,Low,Standard
CUST201343,46,Month-to-Month,Basic,Bank Transfer,1,27.53,1190.46,39.2,0,4,0,No,18,495.54,2,Low Engagement,11.8,Low,Standard
CUST201344,40,Two Year,Basic,Bank Transfer,1,23.2,859.11,21.0,2,3,0,No,52,1206.4,2,Low Engagement,10.4,Low,Standard
CUST201345,38,Month-to-Month,Basic,Mailed Check,0,28.31,1055.05,31.5,0,4,4,No,18,509.58,0,Loyal Steady,13.6,Low,Standard
CUST201346,8,Two Year,Basic,Bank Transfer,1,25.25,186.42,23.7,1,2,2,No,52,1313.0,3,At Risk,18.8,Low,Standard
CUST201347,43,Month-to-Month,Standard,Credit Card,1,49.52,2057.72,73.2,0,4,0,No,18,891.36,2,Low Engagement,17.1,Low,Standard
CUST201348,28,Month-to-Month,Premium,Credit Card,1,101.66,2800.96,95.8,1,2,1,No,18,1829.88,1,Champions,53.9,High,Standard
CUST201349,20,Month-to-Month,Basic,Digital Wallet,1,32.22,613.93,20.7,2,4,1,No,18,579.96,0,Loyal Steady,28.6,Medium,Standard
CUST201350,72,One Year,Basic,Digital Wallet,1,27.29,1880.47,36.4,3,4,1,No,34,927.86,2,Low Engagement,4.5,Low,Standard
CUST201351,18,Month-to-Month,Premium,Bank Transfer,1,96.98,1725.05,117.2,2,4,1,No,18,1745.64,1,Champions,43.1,Medium,Standard
CUST201352,25,Month-to-Month,Basic,Mailed Check,1,27.06,673.6,49.8,1,2,1,No,18,487.08,3,At Risk,50.4,High,Standard
CUST201353,35,One Year,Standard,Digital Wallet,1,52.32,1758.84,88.5,2,2,0,Yes,34,1778.88,3,At Risk,29.8,Medium,Standard
CUST201354,22,Month-to-Month,Premium,Digital Wallet,1,92.16,1977.21,58.7,0,5,1,Yes,18,1658.88,0,Loyal Steady,18.6,Low,Standard
CUST201355,29,Month-to-Month,Premium,Digital Wallet,0,99.99,2885.46,90.9,1,3,3,No,18,1799.82,1,Champions,40.6,Medium,Standard
CUST201356,72,Month-to-Month,Standard,Bank Transfer,0,53.09,3674.48,44.6,1,4,0,No,18,955.62,2,Low Engagement,14.4,Low,Standard
CUST201357,5,Month-to-Month,Standard,Credit Card,0,54.33,253.66,63.7,2,3,3,Yes,18,977.94,3,At Risk,56.1,High,Standard
CUST201358,72,Two Year,Standard,Bank Transfer,1,48.69,3395.49,50.7,1,4,3,No,52,2531.88,2,Low Engagement,1.9,Low,Standard
CUST201359,23,Month-to-Month,Premium,Digital Wallet,0,110.36,2427.7,124.3,3,5,2,No,18,1986.48,1,Champions,38.5,Medium,Standard
CUST201360,38,Month-to-Month,Standard,Digital Wallet,0,59.78,2262.36,58.0,3,3,4,No,18,1076.04,3,At Risk,38.9,Medium,Standard
CUST201361,36,One Year,Standard,Bank Transfer,1,52.54,1821.74,40.5,2,4,1,No,34,1786.36,0,Loyal Steady,10.3,Low,Standard
CUST201362,43,Two Year,Basic,Bank Transfer,0,37.9,1617.1,12.1,1,5,0,No,52,1970.8,0,Loyal Steady,3.6,Low,Standard
CUST201363,66,Month-to-Month,Basic,Credit Card,1,21.65,1422.57,30.1,1,4,1,No,18,389.7,2,Low Engagement,8.4,Low,Standard
CUST201364,44,Month-to-Month,Standard,Bank Transfer,1,59.31,2424.74,33.9,2,4,2,No,18,1067.58,2,Low Engagement,19.4,Low,Standard
CUST201365,72,Two Year,Standard,Mailed Check,1,45.79,3165.33,32.4,0,3,1,No,52,2381.08,2,Low Engagement,4.5,Low,Standard
CUST201366,43,Month-to-Month,Standard,Bank Transfer,1,57.4,2401.69,54.4,1,3,2,No,18,1033.2,2,Low Engagement,23.9,Low,Standard
CUST201367,42,Month-to-Month,Premium,Digital Wallet,1,102.31,4153.89,102.3,0,4,1,No,18,1841.58,1,Champions,18.9,Low,Standard
CUST201368,32,Month-to-Month,Basic,Mailed Check,1,15.0,472.48,20.9,1,5,2,No,18,270.0,0,Loyal Steady,13.6,Low,Standard
CUST201369,15,Two Year,Standard,Credit Card,1,53.68,790.14,73.8,4,2,0,Yes,52,2791.36,3,At Risk,48.3,High,Priority Save
CUST201370,12,Month-to-Month,Standard,Credit Card,1,42.75,484.62,73.2,1,3,1,Yes,18,769.5,3,At Risk,46.4,High,Standard
CUST201371,72,One Year,Standard,Digital Wallet,1,54.26,3897.65,37.6,3,3,1,No,34,1844.84,2,Low Engagement,9.6,Low,Standard
CUST201372,62,Month-to-Month,Standard,Credit Card,0,47.68,2789.59,72.4,0,2,1,No,18,858.24,2,Low Engagement,28.4,Medium,Standard
CUST201373,11,Month-to-Month,Standard,Credit Card,0,54.31,566.41,90.5,3,2,1,Yes,18,977.58,3,At Risk,77.8,Very High,Standard
CUST201374,56,Month-to-Month,Standard,Digital Wallet,1,52.33,2758.27,44.5,1,4,1,No,18,941.94,2,Low Engagement,14.4,Low,Standard
CUST201375,36,Two Year,Premium,Digital Wallet,0,99.29,3382.4,59.3,4,1,1,Yes,52,5163.08,1,Champions,56.2,High,Priority Save
CUST201376,28,Month-to-Month,Basic,Credit Card,1,15.07,390.07,22.2,0,3,1,No,18,271.26,3,At Risk,23.2,Low,Standard
CUST201377,43,Month-to-Month,Premium,Credit Card,0,98.5,3957.54,103.9,1,3,1,Yes,18,1773.0,1,Champions,39.5,Medium,Standard
CUST201378,12,Month-to-Month,Standard,Mailed Check,0,50.15,582.88,69.7,3,2,3,No,18,902.7,3,At Risk,77.1,Very High,Standard
CUST201379,28,One Year,Premium,Bank Transfer,1,99.42,2649.82,87.2,2,5,0,No,34,3380.28,1,Champions,11.5,Low,Standard
CUST201380,11,Month-to-Month,Basic,Bank Transfer,1,20.01,202.5,56.0,2,4,0,No,18,360.18,0,Loyal Steady,37.8,Medium,Standard
CUST201381,25,Month-to-Month,Standard,Digital Wallet,1,61.52,1462.44,63.7,2,4,1,Yes,18,1107.36,0,Loyal Steady,33.2,Medium,Standard
CUST201382,24,Month-to-Month,Standard,Digital Wallet,1,60.12,1377.89,59.1,0,3,0,Yes,18,1082.16,3,At Risk,35.7,Medium,Standard
CUST201383,39,Month-to-Month,Standard,Bank Transfer,0,62.51,2270.11,62.4,0,3,1,No,18,1125.18,3,At Risk,29.0,Medium,Standard
CUST201384,23,Month-to-Month,Premium,Bank Transfer,0,91.75,1962.93,97.5,2,3,1,No,18,1651.5,1,Champions,59.3,High,Standard
CUST201385,33,Month-to-Month,Basic,Digital Wallet,1,30.34,937.92,26.2,2,5,0,No,18,546.12,0,Loyal Steady,17.2,Low,Standard
CUST201386,19,Month-to-Month,Standard,Bank Transfer,0,46.16,807.05,44.0,2,4,2,No,18,830.88,0,Loyal Steady,38.7,Medium,Standard
CUST201387,18,Month-to-Month,Standard,Bank Transfer,0,56.09,953.53,64.2,2,2,2,No,18,1009.62,3,At Risk,64.0,Very High,Standard
CUST201388,72,Month-to-Month,Basic,Credit Card,0,29.08,1993.0,5.4,3,3,2,Yes,18,523.44,2,Low Engagement,20.2,Low,Standard
CUST201389,38,Month-to-Month,Standard,Mailed Check,1,57.27,2086.25,60.1,2,5,0,No,18,1030.86,0,Loyal Steady,25.6,Medium,Standard
CUST201390,71,Two Year,Standard,Credit Card,1,61.66,4272.64,49.6,0,5,0,No,52,3206.32,2,Low Engagement,1.5,Low,Standard
CUST201391,23,Month-to-Month,Standard,Digital Wallet,1,48.92,1117.64,57.3,1,3,2,No,18,880.56,3,At Risk,35.8,Medium,Standard
CUST201392,12,One Year,Standard,Bank Transfer,1,58.59,685.27,31.9,1,4,1,No,34,1992.06,0,Loyal Steady,13.4,Low,Standard
CUST201393,4,Two Year,Basic,Digital Wallet,0,22.07,85.16,38.1,2,4,2,No,52,1147.64,0,Loyal Steady,15.2,Low,Standard
CUST201394,13,One Year,Standard,Credit Card,0,45.21,574.01,46.2,0,4,2,No,34,1537.14,0,Loyal Steady,11.8,Low,Standard
CUST201395,72,One Year,Basic,Mailed Check,1,24.95,1749.58,33.7,4,5,0,No,34,848.3,2,Low Engagement,5.8,Low,Standard
CUST201396,30,One Year,Premium,Bank Transfer,1,86.65,2401.96,100.6,2,3,1,No,34,2946.1,1,Champions,23.1,Low,Standard
CUST201397,14,One Year,Standard,Digital Wallet,1,54.4,710.79,18.0,2,5,0,No,34,1849.6,0,Loyal Steady,12.8,Low,Standard
CUST201398,13,Month-to-Month,Premium,Credit Card,0,85.23,1088.08,59.6,4,4,1,Yes,18,1534.14,1,Champions,66.5,Very High,Standard
CUST201399,30,Month-to-Month,Basic,Credit Card,1,18.11,543.08,50.7,1,3,1,No,18,325.98,3,At Risk,28.3,Medium,Standard
CUST201400,72,Month-to-Month,Basic,Mailed Check,1,25.69,1794.9,39.9,0,4,1,No,18,462.42,2,Low Engagement,7.7,Low,Standard
CUST201401,33,Month-to-Month,Basic,Credit Card,0,27.35,838.44,45.0,1,4,2,No,18,492.3,0,Loyal Steady,19.5,Low,Standard
CUST201402,9,One Year,Standard,Bank Transfer,1,46.61,388.72,70.4,1,3,2,No,34,1584.74,3,At Risk,20.1,Low,Standard
CUST201403,52,One Year,Basic,Credit Card,1,25.51,1283.17,40.4,2,2,1,No,34,867.34,2,Low Engagement,13.5,Low,Standard
CUST201404,16,Month-to-Month,Standard,Credit Card,1,46.54,709.86,52.4,1,3,1,No,18,837.72,3,At Risk,43.1,Medium,Standard
CUST201405,18,Two Year,Standard,Bank Transfer,0,56.61,964.26,75.8,1,4,1,Yes,52,2943.72,0,Loyal Steady,12.8,Low,Standard
CUST201406,10,Month-to-Month,Standard,Digital Wallet,1,55.14,524.14,90.1,1,3,3,Yes,18,992.52,3,At Risk,40.3,Medium,Standard
CUST201407,26,Month-to-Month,Premium,Bank Transfer,1,95.81,2387.9,106.7,1,3,3,No,18,1724.58,1,Champions,35.1,Medium,Standard
CUST201408,12,Month-to-Month,Premium,Mailed Check,1,89.43,1066.51,78.8,3,4,1,Yes,18,1609.74,1,Champions,61.8,High,Standard
CUST201409,11,Two Year,Standard,Digital Wallet,1,57.12,592.04,40.3,0,4,2,No,52,2970.24,0,Loyal Steady,7.7,Low,Standard
CUST201410,34,Month-to-Month,Standard,Mailed Check,1,54.43,1811.66,21.9,1,4,1,Yes,18,979.74,0,Loyal Steady,27.8,Medium,Standard
CUST201411,35,Month-to-Month,Standard,Credit Card,0,47.5,1585.53,63.5,0,4,1,Yes,18,855.0,0,Loyal Steady,22.1,Low,Standard
CUST201412,22,Month-to-Month,Standard,Digital Wallet,1,54.42,1108.49,51.2,0,5,1,No,18,979.56,0,Loyal Steady,15.3,Low,Standard
CUST201413,33,Month-to-Month,Standard,Digital Wallet,0,52.04,1682.27,51.2,2,4,0,No,18,936.72,0,Loyal Steady,39.2,Medium,Standard
CUST201414,29,Month-to-Month,Standard,Mailed Check,0,60.84,1691.16,52.0,2,4,2,No,18,1095.12,0,Loyal Steady,40.2,Medium,Standard
CUST201415,43,Two Year,Premium,Credit Card,1,88.84,3802.11,79.8,1,3,4,No,52,4619.68,1,Champions,7.0,Low,Standard
CUST201416,72,Month-to-Month,Basic,Credit Card,0,25.97,1841.35,29.0,2,2,2,No,18,467.46,2,Low Engagement,24.5,Medium,Standard
CUST201417,14,One Year,Basic,Credit Card,0,29.93,417.88,33.7,0,4,1,No,34,1017.62,0,Loyal Steady,9.9,Low,Standard
CUST201418,30,Month-to-Month,Premium,Credit Card,1,93.64,2660.1,95.8,0,4,0,Yes,18,1685.52,1,Champions,26.7,Medium,Standard
CUST201419,32,One Year,Standard,Credit Card,1,50.55,1569.56,51.1,3,1,0,Yes,34,1718.7,3,At Risk,48.3,High,Standard
CUST201420,9,One Year,Standard,Bank Transfer,0,48.75,414.76,74.1,1,4,0,No,34,1657.5,0,Loyal Steady,22.1,Low,Standard
CUST201421,43,One Year,Standard,Bank Transfer,1,45.28,1878.42,38.0,1,5,0,No,34,1539.52,0,Loyal Steady,5.0,Low,Standard
CUST201422,9,Two Year,Standard,Credit Card,1,58.58,492.25,42.7,1,3,2,No,52,3046.16,3,At Risk,15.7,Low,Standard
CUST201423,44,One Year,Basic,Digital Wallet,0,38.12,1598.5,40.7,3,3,2,Yes,34,1296.08,2,Low Engagement,15.1,Low,Standard
CUST201424,5,Month-to-Month,Premium,Credit Card,1,96.76,468.05,91.7,3,3,0,Yes,18,1741.68,1,Champions,73.0,Very High,Standard
CUST201425,11,Month-to-Month,Premium,Mailed Check,0,93.38,1006.69,98.4,2,4,1,No,18,1680.84,1,Champions,62.7,High,Standard
CUST201426,12,One Year,Basic,Credit Card,0,25.59,302.22,2.0,4,3,2,Yes,34,870.06,3,At Risk,33.6,Medium,Standard
CUST201427,39,One Year,Basic,Credit Card,0,15.75,583.94,18.7,2,4,0,Yes,34,535.5,0,Loyal Steady,11.1,Low,Standard
CUST201428,11,Two Year,Premium,Credit Card,0,89.48,966.82,96.1,1,4,1,No,52,4652.96,1,Champions,18.6,Low,Standard
CUST201429,38,Month-to-Month,Basic,Credit Card,1,28.84,1038.14,14.6,1,4,0,No,18,519.12,0,Loyal Steady,17.7,Low,Standard
CUST201430,72,Month-to-Month,Standard,Credit Card,1,55.23,3783.08,52.2,3,3,1,Yes,18,994.14,2,Low Engagement,24.2,Low,Standard
CUST201431,7,One Year,Basic,Digital Wallet,1,28.95,199.24,38.4,4,3,1,No,34,984.3,3,At Risk,35.5,Medium,Standard
CUST201432,31,Month-to-Month,Basic,Bank Transfer,1,18.52,566.35,2.0,3,4,1,No,18,333.36,0,Loyal Steady,28.0,Medium,Standard
CUST201433,23,One Year,Basic,Credit Card,0,32.65,726.75,46.8,2,3,2,No,34,1110.1,3,At Risk,18.1,Low,Standard
CUST201434,34,Month-to-Month,Standard,Credit Card,0,52.04,1737.07,66.4,2,1,4,Yes,18,936.72,3,At Risk,58.8,High,Standard
CUST201435,16,Month-to-Month,Basic,Credit Card,1,25.84,410.3,22.2,2,4,0,No,18,465.12,0,Loyal Steady,33.8,Medium,Standard
CUST201436,59,One Year,Premium,Credit Card,0,91.02,5368.06,91.9,1,3,0,Yes,34,3094.68,1,Champions,14.3,Low,Standard
CUST201437,30,Month-to-Month,Premium,Digital Wallet,1,100.75,2791.31,86.5,3,3,1,No,18,1813.5,1,Champions,55.4,High,Standard
CUST201438,18,Month-to-Month,Premium,Credit Card,0,95.34,1620.16,79.1,3,2,2,Yes,18,1716.12,1,Champions,75.2,Very High,Standard
CUST201439,25,Month-to-Month,Standard,Bank Transfer,1,53.32,1237.84,54.3,1,4,0,No,18,959.76,0,Loyal Steady,29.7,Medium,Standard
CUST201440,14,Two Year,Premium,Credit Card,0,88.78,1235.09,81.9,2,4,0,No,52,4616.56,1,Champions,24.8,Medium,Standard
CUST201441,21,One Year,Standard,Bank Transfer,0,49.43,978.02,60.6,2,3,2,Yes,34,1680.62,3,At Risk,24.5,Medium,Standard
CUST201442,25,One Year,Basic,Digital Wallet,0,22.96,531.78,6.9,2,4,1,No,34,780.64,0,Loyal Steady,13.2,Low,Standard
CUST201443,2,Month-to-Month,Standard,Credit Card,0,67.23,133.02,66.7,1,4,2,Yes,18,1210.14,0,Loyal Steady,41.7,Medium,Standard
CUST201444,40,Two Year,Basic,Credit Card,1,18.46,693.78,31.2,0,3,0,No,52,959.92,2,Low Engagement,6.3,Low,Standard
CUST201445,28,Month-to-Month,Standard,Bank Transfer,0,61.38,1664.26,37.4,1,4,1,Yes,18,1104.84,0,Loyal Steady,29.8,Medium,Standard
CUST201446,36,One Year,Basic,Mailed Check,0,15.87,557.94,20.3,1,4,1,No,34,539.58,0,Loyal Steady,10.7,Low,Standard
CUST201447,36,Month-to-Month,Basic,Digital Wallet,1,38.69,1353.08,2.0,3,4,1,No,18,696.42,0,Loyal Steady,25.6,Medium,Standard
CUST201448,10,One Year,Standard,Bank Transfer,1,49.24,462.12,71.3,2,2,1,Yes,34,1674.16,3,At Risk,39.0,Medium,Standard
CUST201449,13,Month-to-Month,Basic,Bank Transfer,0,29.73,369.81,17.2,2,2,0,Yes,18,535.14,3,At Risk,66.4,Very High,Standard
CUST201450,62,Month-to-Month,Premium,Credit Card,0,90.02,5322.63,102.6,0,3,1,No,18,1620.36,1,Champions,23.4,Low,Standard
CUST201451,15,Two Year,Standard,Bank Transfer,1,52.19,723.53,28.3,0,4,0,No,52,2713.88,0,Loyal Steady,9.1,Low,Standard
CUST201452,55,Month-to-Month,Basic,Digital Wallet,1,23.8,1290.3,31.4,0,2,3,No,18,428.4,2,Low Engagement,15.6,Low,Standard
CUST201453,72,Two Year,Standard,Digital Wallet,1,49.0,3384.4,64.1,4,2,3,No,52,2548.0,2,Low Engagement,12.1,Low,Standard
CUST201454,22,One Year,Premium,Bank Transfer,0,87.82,1867.41,121.3,0,4,0,No,34,2985.88,1,Champions,16.7,Low,Standard
CUST201455,43,One Year,Premium,Digital Wallet,1,89.97,3753.64,84.4,2,3,1,No,34,3058.98,1,Champions,18.0,Low,Standard
CUST201456,28,One Year,Basic,Digital Wallet,0,26.54,742.92,26.3,1,3,2,No,34,902.36,3,At Risk,13.1,Low,Standard
CUST201457,39,Two Year,Standard,Bank Transfer,1,48.27,1870.97,36.4,2,2,0,No,52,2510.04,3,At Risk,21.4,Low,Standard
CUST201458,11,Month-to-Month,Standard,Mailed Check,1,60.41,626.31,39.9,0,3,2,Yes,18,1087.38,3,At Risk,42.1,Medium,Standard
CUST201459,31,Two Year,Standard,Bank Transfer,1,53.54,1624.01,54.0,1,2,1,No,52,2784.08,3,At Risk,17.5,Low,Standard
CUST201460,26,Month-to-Month,Standard,Bank Transfer,1,42.03,1089.52,63.6,5,2,3,Yes,18,756.54,3,At Risk,69.4,Very High,Standard
CUST201461,14,Month-to-Month,Premium,Digital Wallet,0,104.53,1437.72,84.3,2,2,2,No,18,1881.54,1,Champions,72.0,Very High,Standard
CUST201462,15,Two Year,Standard,Bank Transfer,1,56.5,781.12,87.3,0,3,0,No,52,2938.0,3,At Risk,15.0,Low,Standard
CUST201463,37,Month-to-Month,Basic,Digital Wallet,1,24.57,859.08,37.2,4,5,0,No,18,442.26,0,Loyal Steady,25.6,Medium,Standard
CUST201464,27,Month-to-Month,Basic,Digital Wallet,1,15.0,376.6,7.5,2,4,2,No,18,270.0,0,Loyal Steady,22.5,Low,Standard
CUST201465,40,Two Year,Premium,Bank Transfer,0,88.07,3350.75,89.5,1,4,3,No,52,4579.64,1,Champions,7.2,Low,Standard
CUST201466,22,Month-to-Month,Basic,Digital Wallet,1,15.0,312.94,36.5,1,4,0,No,18,270.0,0,Loyal Steady,26.2,Medium,Standard
CUST201467,20,One Year,Standard,Digital Wallet,0,47.22,890.46,51.0,3,2,0,No,34,1605.48,3,At Risk,51.8,High,Standard
